Porosity_1,Permeability_1.1,Permeability_2.1,Permeability_3.1,Porosity_2,Permeability_1.2,Permeability_2.2,Permeability_3.2,Porosity_3,Permeability_1.3,Permeability_2.3,Permeability_3.3,Porosity_4,Permeability_1.4,Permeability_2.4,Permeability_3.4,Porosity_5,Permeability_1.5,Permeability_2.5,Permeability_3.5,Error
2.397893e-01,2.835326e-15,1.133245e-15,2.273346e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.114568e-01,1.562201e-12,1.016203e-12,1.036840e-12,2.152126e-01,2.939403e-12,1.120658e-12,2.130210e-12,1.923200e-01,1.632757e-15,1.829732e-15,2.505851e-15,1.357652e+02
2.864000e-01,1.263596e-15,2.962468e-15,1.684273e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.128997e-01,2.452881e-12,2.312501e-12,1.113727e-12,1.301823e-01,1.071321e-12,1.092928e-12,1.623791e-12,1.836784e-01,1.238801e-15,1.544954e-15,1.835264e-15,6.740894e+01
2.405402e-01,2.540073e-15,1.593773e-15,2.150862e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.018156e-01,1.565511e-12,2.184331e-12,1.942853e-12,1.886105e-01,2.764499e-12,1.304583e-12,1.862306e-12,2.333186e-01,1.250331e-15,1.034254e-15,1.149092e-15,1.321331e+02
2.290904e-01,1.843325e-15,1.232031e-15,2.160085e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.737815e-01,2.352718e-12,1.427244e-12,2.078967e-12,2.686305e-01,1.784834e-12,2.128359e-12,2.304313e-12,1.084514e-01,2.263170e-15,2.909854e-15,1.896888e-15,1.509830e+02
2.945027e-01,1.429108e-15,1.100354e-15,2.683147e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.168596e-01,2.395837e-12,2.525431e-12,1.566201e-12,1.882057e-01,2.476699e-12,1.912182e-12,1.501210e-12,2.718245e-01,1.767523e-15,2.809590e-15,1.911799e-15,1.809767e+02
1.305056e-01,1.318038e-15,2.513369e-15,2.242684e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.394346e-01,1.973983e-12,1.249788e-12,2.439665e-12,2.549714e-01,1.067198e-12,2.161037e-12,1.104859e-12,2.828807e-01,2.400390e-15,1.884553e-15,2.944004e-15,6.517568e+01
2.585476e-01,2.255456e-15,2.340113e-15,1.014370e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.489053e-01,2.528274e-12,2.860097e-12,1.277928e-12,2.017511e-01,1.736914e-12,2.482743e-12,1.831690e-12,1.389714e-01,1.005455e-15,2.027362e-15,1.157245e-15,1.446479e+02
2.868530e-01,1.025282e-15,1.225132e-15,1.884074e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.951198e-01,1.889128e-12,2.605346e-12,2.167250e-12,2.891864e-01,1.684066e-12,1.708663e-12,2.043302e-12,2.420063e-01,2.559101e-15,2.593183e-15,2.050218e-15,1.234990e+02
2.014131e-01,2.801904e-15,1.423965e-15,2.140355e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.686690e-01,1.829503e-12,1.336595e-12,1.366405e-12,2.203629e-01,2.144549e-12,1.739387e-12,1.501051e-12,1.129470e-01,1.616741e-15,2.677018e-15,1.637188e-15,1.456959e+02
2.053695e-01,2.306224e-15,1.230869e-15,2.475549e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.913692e-01,1.683170e-12,2.752188e-12,1.973675e-12,1.511824e-01,2.827987e-12,2.434475e-12,2.627665e-12,2.704594e-01,1.287225e-15,1.897291e-15,2.836442e-15,1.617562e+02
2.564331e-01,1.608625e-15,2.260557e-15,2.072628e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.656582e-01,1.443904e-12,2.358473e-12,2.328139e-12,1.981457e-01,1.627492e-12,2.090828e-12,2.224656e-12,2.090773e-01,1.486819e-15,2.968712e-15,1.346492e-15,9.799863e+01
1.809960e-01,2.651893e-15,2.530915e-15,1.472782e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.122026e-01,2.435651e-12,1.147916e-12,1.174610e-12,1.759532e-01,2.180373e-12,1.452325e-12,2.633475e-12,1.055871e-01,1.769807e-15,2.024626e-15,2.557068e-15,1.599203e+02
1.255655e-01,1.183498e-15,1.850860e-15,2.987281e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.298730e-01,2.472255e-12,2.748114e-12,2.486282e-12,2.993908e-01,2.158182e-12,1.907225e-12,2.761422e-12,2.466067e-01,2.738246e-15,1.085397e-15,2.110337e-15,1.760971e+02
1.431205e-01,2.395564e-15,1.893715e-15,1.452422e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.292394e-01,2.714599e-12,1.635603e-12,2.438596e-12,1.950827e-01,2.877509e-12,1.616904e-12,1.112595e-12,1.225537e-01,2.344065e-15,2.978426e-15,1.852782e-15,2.027120e+02
1.008746e-01,2.919450e-15,2.204958e-15,2.037807e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.861177e-01,2.077230e-12,1.478842e-12,1.312052e-12,1.285926e-01,2.619321e-12,1.341716e-12,2.922423e-12,1.461077e-01,1.992351e-15,1.306201e-15,2.564745e-15,1.705549e+02
1.505390e-01,2.714825e-15,1.726795e-15,1.808633e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.558539e-01,1.981396e-12,1.082669e-12,1.518606e-12,2.558672e-01,2.444906e-12,1.566016e-12,2.139557e-12,2.107548e-01,2.864197e-15,1.364918e-15,1.734543e-15,1.591443e+02
2.618743e-01,1.619731e-15,2.379888e-15,2.646163e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.719529e-01,2.104292e-12,2.698397e-12,1.340255e-12,1.664128e-01,2.634890e-12,2.752121e-12,2.156920e-12,2.240823e-01,2.924100e-15,2.487737e-15,1.986311e-15,1.804179e+02
2.858404e-01,1.178873e-15,2.142008e-15,1.204239e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.201264e-01,2.547865e-12,2.060670e-12,2.535585e-12,1.111104e-01,2.489232e-12,1.008103e-12,2.502608e-12,2.876734e-01,2.598133e-15,2.851157e-15,2.784755e-15,1.625838e+02
2.263825e-01,1.402258e-15,2.980184e-15,2.796844e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.626824e-01,1.490373e-12,1.953758e-12,2.682827e-12,1.528219e-01,2.512206e-12,1.049333e-12,1.281902e-12,1.760939e-01,2.380210e-15,2.902344e-15,1.685357e-15,1.165609e+02
2.495783e-01,1.530361e-15,1.427001e-15,1.990401e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.099905e-01,2.769160e-12,1.068095e-12,1.164565e-12,2.367463e-01,2.950011e-12,1.599119e-12,2.113548e-12,1.430790e-01,1.955547e-15,1.008855e-15,1.248079e-15,1.994305e+02
2.634109e-01,1.622452e-15,1.377089e-15,1.493907e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.150881e-01,2.267841e-12,2.180119e-12,2.969201e-12,2.825928e-01,1.308726e-12,1.251397e-12,1.082073e-12,2.937008e-01,2.018394e-15,1.456164e-15,2.171544e-15,8.933764e+01
2.674717e-01,1.684415e-15,2.400699e-15,1.078198e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.895018e-01,1.161399e-12,1.714958e-12,1.357527e-12,2.152758e-01,1.564805e-12,1.477231e-12,1.305601e-12,1.788743e-01,2.934713e-15,2.270692e-15,2.612832e-15,6.881354e+01
1.982121e-01,2.984962e-15,1.763541e-15,2.172138e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.442522e-01,1.443105e-12,2.269990e-12,1.675816e-12,1.583599e-01,1.251560e-12,2.024460e-12,1.479044e-12,1.642524e-01,1.378069e-15,1.662805e-15,1.440442e-15,6.689742e+01
2.433283e-01,1.426672e-15,2.816429e-15,1.569178e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.864667e-01,1.094446e-12,2.399595e-12,1.074582e-12,1.401230e-01,2.246803e-12,1.328597e-12,2.302752e-12,1.199259e-01,1.292147e-15,2.512006e-15,1.670332e-15,8.343760e+01
1.194854e-01,1.348529e-15,2.269895e-15,2.148071e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.691224e-01,2.505932e-12,1.181684e-12,1.131979e-12,2.708385e-01,2.828434e-12,1.622517e-12,1.673676e-12,2.974660e-01,1.455453e-15,1.593863e-15,2.162727e-15,2.020844e+02
2.083852e-01,2.176953e-15,2.020188e-15,1.089316e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.183535e-01,1.251936e-12,2.306310e-12,2.749982e-12,1.348933e-01,2.623046e-12,2.992018e-12,1.641710e-12,2.410584e-01,1.151612e-15,2.749784e-15,1.960891e-15,1.268667e+02
2.584863e-01,2.592563e-15,1.998021e-15,2.682546e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.560017e-01,1.644747e-12,2.576820e-12,1.082390e-12,2.581656e-01,2.482120e-12,2.054503e-12,1.200605e-12,2.332519e-01,2.828716e-15,1.565498e-15,2.178050e-15,1.562690e+02
2.027563e-01,1.292400e-15,1.557878e-15,1.351428e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.716411e-01,1.590149e-12,1.695061e-12,2.861746e-12,2.762130e-01,1.509708e-12,1.687711e-12,2.389824e-12,2.291064e-01,1.731950e-15,1.104848e-15,1.427290e-15,9.310382e+01
2.965909e-01,2.340966e-15,2.037109e-15,1.032204e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.668539e-01,2.305551e-12,1.271333e-12,2.404158e-12,2.275511e-01,1.868429e-12,1.947813e-12,1.314889e-12,2.864710e-01,2.401524e-15,1.196759e-15,1.139717e-15,1.452956e+02
2.391989e-01,1.666017e-15,1.720382e-15,1.951930e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.747823e-01,2.157818e-12,2.398980e-12,1.172792e-12,2.572919e-01,2.760202e-12,1.172156e-12,2.091861e-12,2.009375e-01,1.659498e-15,1.038213e-15,1.165946e-15,1.748698e+02
2.893036e-01,2.274116e-15,2.702658e-15,1.224732e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.023859e-01,1.019722e-12,1.223531e-12,2.306456e-12,2.806306e-01,1.651624e-12,1.883713e-12,1.930045e-12,1.942521e-01,1.509622e-15,1.104328e-15,1.434988e-15,6.388578e+01
2.187960e-01,1.106210e-15,1.728585e-15,2.462068e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.749577e-01,2.856829e-12,1.464300e-12,2.500560e-12,1.598861e-01,2.618356e-12,2.786990e-12,2.403266e-12,1.442008e-01,1.880889e-15,1.850229e-15,2.945528e-15,2.070715e+02
1.584698e-01,1.467352e-15,1.963577e-15,1.318713e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.061458e-01,2.047009e-12,1.958163e-12,1.883310e-12,1.567396e-01,2.474433e-12,2.759393e-12,2.718240e-12,1.929980e-01,1.521560e-15,2.210427e-15,2.210734e-15,1.658992e+02
1.988146e-01,1.263325e-15,1.467356e-15,1.163639e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.935645e-01,1.902896e-12,1.519447e-12,2.730681e-12,1.357653e-01,2.242871e-12,2.107189e-12,2.088465e-12,2.649798e-01,2.556165e-15,2.730714e-15,1.914349e-15,1.513186e+02
1.996044e-01,1.955586e-15,2.083663e-15,1.978670e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.237960e-01,1.508957e-12,1.287459e-12,2.177476e-12,2.807549e-01,1.013415e-12,1.364578e-12,2.739550e-12,1.912419e-01,1.017137e-15,1.791515e-15,1.557847e-15,3.314821e+01
2.272875e-01,1.654945e-15,2.352189e-15,2.415143e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.988909e-01,1.632705e-12,1.063559e-12,2.241526e-12,2.536991e-01,2.233113e-12,1.896688e-12,1.450888e-12,1.918856e-01,1.516737e-15,2.157511e-15,2.450279e-15,1.445432e+02
2.651593e-01,1.981842e-15,2.154882e-15,1.016398e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.428253e-01,2.159134e-12,2.272374e-12,2.246748e-12,2.715917e-01,2.144573e-12,1.657026e-12,1.091306e-12,1.032466e-01,2.674321e-15,1.405825e-15,2.834456e-15,1.600055e+02
1.171648e-01,1.575592e-15,1.938888e-15,1.369730e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.352473e-01,1.291534e-12,2.731128e-12,2.216011e-12,1.794225e-01,2.639576e-12,2.018245e-12,2.093734e-12,2.280257e-01,1.514447e-15,2.006113e-15,2.439078e-15,1.206015e+02
1.421294e-01,2.419162e-15,2.443392e-15,1.143512e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.110382e-01,1.073637e-12,2.343719e-12,2.904574e-12,2.282549e-01,2.107517e-12,1.416646e-12,1.391905e-12,2.073490e-01,1.372385e-15,2.813088e-15,2.054030e-15,8.121796e+01
2.817123e-01,1.633762e-15,1.384782e-15,2.612088e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.729231e-01,1.949547e-12,2.149959e-12,2.626782e-12,1.141936e-01,2.132502e-12,1.632102e-12,2.433971e-12,1.050098e-01,1.955296e-15,1.784225e-15,1.024034e-15,1.510733e+02
2.284991e-01,1.155923e-15,2.827836e-15,2.787328e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.029865e-01,2.740642e-12,2.364495e-12,1.921527e-12,1.993929e-01,2.239974e-12,2.030080e-12,1.295835e-12,2.395799e-01,1.957238e-15,1.762711e-15,1.233162e-15,1.731434e+02
1.206548e-01,1.814847e-15,2.718647e-15,1.066373e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.742167e-01,2.576017e-12,1.777148e-12,2.507348e-12,2.744698e-01,1.486510e-12,2.873936e-12,2.609415e-12,1.884228e-01,1.539854e-15,2.964429e-15,2.279231e-15,1.366977e+02
2.039899e-01,2.704265e-15,1.495373e-15,1.171409e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.074869e-01,2.701105e-12,1.024957e-12,1.106890e-12,1.042378e-01,2.374326e-12,2.038536e-12,2.800291e-12,1.442279e-01,2.486528e-15,2.084523e-15,1.804148e-15,1.879525e+02
1.044746e-01,1.737530e-15,1.782582e-15,1.268629e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.161984e-01,2.968712e-12,1.178720e-12,2.272957e-12,1.932050e-01,1.250441e-12,2.123490e-12,2.428130e-12,2.888407e-01,1.138185e-15,2.145881e-15,2.716627e-15,1.036885e+02
1.848957e-01,1.336858e-15,2.182223e-15,1.084057e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.793988e-01,1.768908e-12,1.078083e-12,2.548919e-12,1.231409e-01,1.132099e-12,1.647186e-12,1.349265e-12,2.215940e-01,1.788401e-15,2.841829e-15,2.120235e-15,6.969243e+01
1.100507e-01,2.658142e-15,1.177952e-15,1.139881e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.288299e-01,1.854070e-12,2.760111e-12,2.167218e-12,1.885322e-01,1.756190e-12,1.066209e-12,2.018846e-12,2.199256e-01,1.822521e-15,1.048375e-15,1.591248e-15,1.085580e+02
1.867980e-01,1.954745e-15,2.750141e-15,2.962363e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.697616e-01,2.733168e-12,1.965891e-12,1.199881e-12,2.654669e-01,2.302343e-12,2.536943e-12,1.550289e-12,1.128165e-01,2.819492e-15,2.865247e-15,2.861058e-15,1.977973e+02
2.231574e-01,1.410496e-15,2.430072e-15,2.077964e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.343477e-01,1.438900e-12,2.772596e-12,1.224488e-12,1.389511e-01,1.547561e-12,1.410753e-12,2.453528e-12,1.674217e-01,2.025578e-15,2.739159e-15,2.378266e-15,8.285455e+01
1.307976e-01,2.395288e-15,1.017420e-15,1.154148e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.576699e-01,1.926550e-12,2.543411e-12,1.718349e-12,1.910695e-01,2.285767e-12,1.160856e-12,1.652007e-12,2.599475e-01,2.787585e-15,2.857381e-15,2.682088e-15,1.428474e+02
2.262341e-01,2.694990e-15,1.239791e-15,2.325980e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.478401e-01,1.067776e-12,2.517440e-12,1.492331e-12,2.655188e-01,2.875512e-12,1.097148e-12,2.630511e-12,1.492303e-01,2.496334e-15,2.565468e-15,1.040275e-15,1.014291e+02
1.305762e-01,1.520651e-15,2.080934e-15,1.914396e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.552244e-01,1.319486e-12,1.671719e-12,2.832983e-12,1.376691e-01,2.202929e-12,1.168265e-12,1.723913e-12,2.017093e-01,2.965858e-15,2.086007e-15,2.537741e-15,9.677002e+01
1.441452e-01,2.346560e-15,2.026442e-15,2.264047e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.520868e-01,1.504827e-12,2.205427e-12,1.471698e-12,1.654968e-01,1.436044e-12,1.413332e-12,1.850942e-12,1.188692e-01,1.821669e-15,2.914246e-15,1.302810e-15,7.954332e+01
1.375078e-01,1.663892e-15,2.615282e-15,2.318818e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.730146e-01,2.764406e-12,2.391802e-12,2.107990e-12,2.313317e-01,2.442104e-12,1.655725e-12,2.517062e-12,2.276408e-01,2.342579e-15,1.199654e-15,2.930397e-15,1.916929e+02
2.517817e-01,1.716398e-15,1.516819e-15,2.312611e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.914684e-01,2.228572e-12,2.818760e-12,1.291620e-12,1.951184e-01,2.444889e-12,1.890058e-12,2.403189e-12,2.667316e-01,1.587021e-15,1.265683e-15,2.388033e-15,1.713865e+02
1.146125e-01,1.348351e-15,1.750421e-15,2.644234e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.328798e-01,2.357131e-12,1.506202e-12,2.217269e-12,1.067300e-01,2.898285e-12,1.852855e-12,1.681072e-12,2.445617e-01,1.163397e-15,2.415005e-15,1.887104e-15,1.932953e+02
2.502873e-01,1.706538e-15,1.470285e-15,2.606245e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.550620e-01,1.587681e-12,2.098786e-12,1.815319e-12,1.067148e-01,1.469359e-12,2.364362e-12,1.073883e-12,2.327954e-01,1.421732e-15,1.906401e-15,1.867546e-15,9.270473e+01
1.467069e-01,1.240877e-15,1.561456e-15,1.733659e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.444435e-01,2.045844e-12,2.724930e-12,1.846516e-12,2.354831e-01,2.390575e-12,2.954335e-12,2.392339e-12,2.489617e-01,1.119601e-15,1.905094e-15,2.655189e-15,1.775168e+02
1.865745e-01,1.728748e-15,2.627832e-15,2.049619e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.182724e-01,2.931319e-12,1.030512e-12,1.858857e-12,1.879131e-01,2.112239e-12,1.050220e-12,2.928522e-12,1.065792e-01,1.423339e-15,1.015913e-15,1.012994e-15,1.507126e+02
1.562864e-01,2.090035e-15,2.857666e-15,2.659117e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.728596e-01,2.033745e-12,2.149408e-12,2.672690e-12,2.277850e-01,1.727344e-12,2.869874e-12,1.950381e-12,2.531859e-01,2.277929e-15,1.663122e-15,1.421448e-15,1.397586e+02
1.920993e-01,1.655441e-15,1.705978e-15,2.822856e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.613141e-01,1.889139e-12,1.508683e-12,2.479567e-12,2.399036e-01,2.635419e-12,1.111102e-12,2.006287e-12,1.023718e-01,1.245292e-15,1.092526e-15,1.966280e-15,1.552699e+02
2.561273e-01,2.273883e-15,1.082325e-15,1.654292e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.624629e-01,1.104137e-12,2.999701e-12,1.087996e-12,1.106948e-01,1.723189e-12,2.311146e-12,1.119321e-12,1.018012e-01,1.983343e-15,1.001423e-15,2.680634e-15,7.932913e+01
2.344409e-01,2.788262e-15,1.490872e-15,2.983064e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.888592e-01,2.731851e-12,2.406264e-12,2.457598e-12,2.796190e-01,2.259051e-12,1.114718e-12,1.608551e-12,1.050966e-01,2.125797e-15,1.250193e-15,1.089920e-15,1.720686e+02
2.517523e-01,1.595025e-15,2.066258e-15,2.991310e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.502618e-01,1.609929e-12,1.660944e-12,1.473785e-12,2.846759e-01,1.925341e-12,1.456473e-12,2.860597e-12,1.329913e-01,2.632624e-15,2.649927e-15,1.664233e-15,1.184177e+02
2.164831e-01,1.518369e-15,2.409626e-15,1.819599e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.298857e-01,1.346549e-12,1.166365e-12,1.810755e-12,1.951148e-01,1.194648e-12,1.454327e-12,1.887817e-12,2.212755e-01,1.703491e-15,2.058330e-15,2.085031e-15,4.993837e+01
2.644385e-01,2.033174e-15,1.545358e-15,1.443075e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.548527e-01,2.845003e-12,2.244851e-12,2.070616e-12,2.772979e-01,2.277614e-12,1.940170e-12,2.800983e-12,1.615987e-01,2.958921e-15,2.589367e-15,2.650373e-15,1.872141e+02
2.283088e-01,1.560768e-15,1.545521e-15,2.343770e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.256148e-01,1.138055e-12,2.972553e-12,2.261097e-12,2.503063e-01,2.385446e-12,1.047809e-12,1.720461e-12,2.308895e-01,1.005074e-15,2.671807e-15,2.674429e-15,9.175160e+01
1.097579e-01,2.331810e-15,1.278011e-15,2.819884e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.010478e-01,1.267548e-12,2.949781e-12,2.244522e-12,1.456227e-01,1.530572e-12,1.211985e-12,1.292843e-12,1.109370e-01,2.120873e-15,2.921655e-15,1.219179e-15,6.065186e+01
2.608413e-01,2.977771e-15,1.377620e-15,2.721539e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.406893e-01,1.298673e-12,2.622935e-12,1.791083e-12,2.008804e-01,1.140075e-12,2.918457e-12,2.836575e-12,2.136308e-01,2.128398e-15,1.788697e-15,2.058110e-15,5.158059e+01
2.269490e-01,1.592602e-15,1.049427e-15,1.304627e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.419168e-01,1.621162e-12,1.607556e-12,2.791218e-12,2.508385e-01,2.152437e-12,2.348005e-12,2.542167e-12,1.775883e-01,2.408003e-15,2.385988e-15,2.464839e-15,1.371905e+02
1.040588e-01,2.156101e-15,2.849158e-15,2.139484e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.566711e-01,1.219244e-12,1.206426e-12,2.018061e-12,1.287290e-01,2.653372e-12,1.007708e-12,1.422375e-12,1.703047e-01,1.494178e-15,1.104617e-15,1.601433e-15,1.040783e+02
2.505444e-01,2.370875e-15,2.031466e-15,2.886623e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.420469e-01,1.631175e-12,2.291938e-12,1.042622e-12,2.992568e-01,2.636208e-12,2.513370e-12,1.347606e-12,2.405324e-01,1.625376e-15,2.220304e-15,1.258375e-15,1.638962e+02
2.777355e-01,2.712862e-15,1.273634e-15,1.606034e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.194671e-01,2.267839e-12,2.204809e-12,1.231120e-12,2.367832e-01,1.567532e-12,2.934097e-12,1.961011e-12,1.005873e-01,2.775618e-15,2.925471e-15,2.632135e-15,1.277864e+02
2.950394e-01,1.890531e-15,2.393048e-15,2.104060e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.153513e-01,2.839292e-12,2.525173e-12,1.133793e-12,1.822431e-01,2.968074e-12,2.605790e-12,1.169696e-12,2.821890e-01,2.016038e-15,1.015872e-15,1.823229e-15,2.215330e+02
2.170138e-01,1.099539e-15,1.540208e-15,1.137194e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.910392e-01,1.812932e-12,2.760884e-12,2.508678e-12,2.500415e-01,2.020895e-12,1.502928e-12,2.718416e-12,1.693562e-01,2.143112e-15,2.610879e-15,2.686179e-15,1.331596e+02
