Porosity_1,Permeability_1.1,Permeability_2.1,Permeability_3.1,Porosity_2,Permeability_1.2,Permeability_2.2,Permeability_3.2,Porosity_3,Permeability_1.3,Permeability_2.3,Permeability_3.3,Porosity_4,Permeability_1.4,Permeability_2.4,Permeability_3.4,Porosity_5,Permeability_1.5,Permeability_2.5,Permeability_3.5,Error
2.256816e-01,2.382536e-15,2.649748e-15,2.846447e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.379147e-01,2.335131e-12,2.319494e-12,1.412170e-12,1.273732e-01,2.257404e-12,2.543457e-12,2.965960e-12,2.279369e-01,1.556618e-15,1.032680e-15,1.349600e-15,1.704523e+02
1.585437e-01,1.554994e-15,2.514277e-15,2.614562e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.560631e-01,2.556566e-12,2.784479e-12,1.808178e-12,2.424439e-01,2.773900e-12,2.632070e-12,1.294108e-12,1.943311e-01,2.942105e-15,2.460748e-15,2.961487e-15,2.050325e+02
1.290634e-01,2.057156e-15,2.335449e-15,1.717754e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.714656e-01,1.429143e-12,1.242663e-12,1.196886e-12,1.988246e-01,2.624154e-12,2.374115e-12,1.067054e-12,2.525336e-01,2.685374e-15,1.157273e-15,1.098685e-15,1.453418e+02
2.404626e-01,2.463740e-15,2.161294e-15,2.226836e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.442832e-01,1.875751e-12,1.712564e-12,2.808214e-12,1.461700e-01,1.687912e-12,1.177558e-12,2.886902e-12,2.785183e-01,2.029719e-15,2.131136e-15,2.419438e-15,1.094176e+02
2.673607e-01,2.789236e-15,1.069750e-15,1.486649e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.882887e-01,1.868840e-12,1.811780e-12,1.698527e-12,1.597956e-01,1.552173e-12,2.897810e-12,2.296700e-12,2.955157e-01,2.875534e-15,1.556919e-15,2.108694e-15,1.205199e+02
2.055144e-01,2.746352e-15,2.054725e-15,2.508515e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.712499e-01,2.034530e-12,2.421939e-12,2.933534e-12,1.335566e-01,1.120923e-12,1.290663e-12,2.717793e-12,2.772810e-01,2.739938e-15,2.104140e-15,2.154647e-15,6.569247e+01
1.741393e-01,2.392196e-15,1.101019e-15,1.681072e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.466399e-01,2.490007e-12,1.523658e-12,2.432256e-12,1.885068e-01,2.316467e-12,1.749314e-12,1.535598e-12,1.707022e-01,2.037138e-15,1.989257e-15,2.302244e-15,1.689034e+02
1.412314e-01,1.979154e-15,1.842109e-15,1.622394e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.363492e-01,2.149254e-12,2.302845e-12,1.745386e-12,1.598362e-01,2.202062e-12,1.152277e-12,2.749459e-12,2.253424e-01,1.423878e-15,1.176470e-15,1.455305e-15,1.454434e+02
2.826059e-01,1.672156e-15,2.348523e-15,2.945314e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.946735e-01,2.022245e-12,2.266790e-12,1.591965e-12,1.674133e-01,1.770091e-12,1.706434e-12,2.871679e-12,1.978514e-01,1.906016e-15,1.352107e-15,2.855322e-15,1.257020e+02
1.139016e-01,1.446990e-15,1.525648e-15,2.911561e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.092378e-01,2.433037e-12,1.633579e-12,2.563508e-12,1.244915e-01,1.798527e-12,2.078374e-12,1.650821e-12,1.704433e-01,1.267587e-15,2.160765e-15,2.920208e-15,1.415817e+02
1.187641e-01,1.721042e-15,2.607073e-15,2.382135e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.099964e-01,1.156208e-12,1.532803e-12,1.761825e-12,2.981555e-01,1.149114e-12,2.921507e-12,2.761488e-12,2.771434e-01,1.158828e-15,2.740844e-15,2.018380e-15,4.062856e+01
1.952409e-01,2.989390e-15,1.577991e-15,2.128179e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.836665e-01,1.090126e-12,1.696273e-12,2.767366e-12,1.574232e-01,1.469496e-12,1.832916e-12,1.999999e-12,2.174136e-01,2.952993e-15,1.065037e-15,2.352168e-15,6.002171e+01
2.304548e-01,2.269896e-15,2.604377e-15,2.481290e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.642693e-01,2.212933e-12,1.850240e-12,1.132399e-12,2.688553e-01,2.355236e-12,1.707282e-12,2.808531e-12,1.807265e-01,1.134393e-15,1.031396e-15,2.997340e-15,1.686902e+02
2.914692e-01,2.521860e-15,2.169051e-15,2.844582e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.562300e-01,2.818120e-12,1.399559e-12,1.518474e-12,2.047858e-01,2.134172e-12,1.697657e-12,1.182000e-12,2.850604e-01,1.197979e-15,2.350349e-15,1.195280e-15,1.692844e+02
2.577452e-01,2.556038e-15,1.075117e-15,1.304951e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.487757e-01,1.497653e-12,2.494502e-12,1.893820e-12,1.829095e-01,2.910122e-12,1.635041e-12,2.279080e-12,1.954918e-01,2.233177e-15,2.841007e-15,2.265476e-15,1.481328e+02
2.505845e-01,1.351207e-15,2.719069e-15,2.950211e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.916923e-01,1.160928e-12,1.526462e-12,2.055260e-12,1.290942e-01,1.248553e-12,1.692467e-12,2.758561e-12,2.607519e-01,1.863856e-15,1.006903e-15,1.344116e-15,4.511591e+01
2.475599e-01,2.479058e-15,2.683145e-15,1.009684e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.440582e-01,1.108139e-12,1.239688e-12,2.620078e-12,2.743463e-01,1.329731e-12,2.648973e-12,2.922880e-12,1.538328e-01,2.335932e-15,1.226783e-15,2.981156e-15,5.444510e+01
1.336086e-01,1.904486e-15,2.259133e-15,1.557782e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.937735e-01,2.048391e-12,2.280885e-12,2.077767e-12,1.243146e-01,2.936800e-12,1.495261e-12,1.179441e-12,1.156562e-01,1.537642e-15,2.239395e-15,2.774762e-15,1.756326e+02
1.498936e-01,2.934847e-15,2.351078e-15,1.067207e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.524780e-01,2.813992e-12,1.641004e-12,2.025023e-12,1.636610e-01,1.981869e-12,2.242081e-12,2.500766e-12,1.857940e-01,1.652892e-15,1.260252e-15,2.425662e-15,1.739782e+02
2.404685e-01,2.344860e-15,2.537046e-15,1.725824e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.434689e-01,1.801119e-12,1.807165e-12,2.638170e-12,1.432293e-01,1.471106e-12,2.285782e-12,1.611654e-12,2.757045e-01,2.613102e-15,1.191929e-15,1.495898e-15,1.054355e+02
2.444210e-01,1.659800e-15,2.738776e-15,1.063731e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.606552e-01,1.637616e-12,2.774209e-12,1.475303e-12,2.933361e-01,1.452596e-12,1.826208e-12,1.770368e-12,1.632081e-01,1.173314e-15,2.475027e-15,1.411859e-15,9.383420e+01
1.059802e-01,1.168373e-15,1.920277e-15,1.911673e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.709725e-01,2.584006e-12,2.571788e-12,2.382193e-12,2.410403e-01,2.481580e-12,1.743699e-12,1.834036e-12,2.618847e-01,1.328838e-15,2.804538e-15,1.087440e-15,1.908895e+02
1.286303e-01,1.113713e-15,1.937211e-15,1.065187e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.599118e-01,2.996836e-12,2.071911e-12,2.764784e-12,1.465858e-01,1.550977e-12,2.306803e-12,2.729024e-12,2.054729e-01,2.961025e-15,2.168101e-15,1.703876e-15,1.399738e+02
2.944479e-01,1.096996e-15,2.568924e-15,2.545023e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.113820e-01,1.832598e-12,2.451818e-12,2.372362e-12,2.159446e-01,2.173010e-12,2.298211e-12,1.664357e-12,2.811785e-01,1.605616e-15,1.432405e-15,2.612812e-15,1.492275e+02
2.642943e-01,1.348770e-15,2.164745e-15,1.027959e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.464551e-01,2.866879e-12,2.616214e-12,2.029486e-12,1.946401e-01,2.329511e-12,2.110982e-12,1.403096e-12,2.816670e-01,1.546666e-15,1.236994e-15,2.937652e-15,1.927277e+02
2.609890e-01,1.452077e-15,2.604520e-15,2.885685e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.172604e-01,1.321712e-12,1.043167e-12,1.648475e-12,1.383445e-01,1.893406e-12,2.812642e-12,1.632687e-12,1.142501e-01,2.135122e-15,2.409554e-15,2.081313e-15,9.779161e+01
2.642290e-01,2.928282e-15,2.939937e-15,2.431838e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.516930e-01,1.049793e-12,1.447302e-12,2.576653e-12,2.726137e-01,1.769667e-12,2.117536e-12,1.513344e-12,1.495095e-01,1.089713e-15,1.528933e-15,1.600018e-15,7.605265e+01
2.669803e-01,1.415363e-15,2.469684e-15,1.665846e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.528466e-01,2.358918e-12,2.134421e-12,1.694923e-12,2.814545e-01,2.271000e-12,2.128188e-12,2.917550e-12,1.910187e-01,2.282840e-15,1.739799e-15,1.076649e-15,1.812083e+02
1.158500e-01,1.935347e-15,2.481467e-15,1.288296e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.219104e-01,1.202895e-12,1.864513e-12,1.524833e-12,2.626141e-01,1.100271e-12,1.014637e-12,2.312005e-12,2.397089e-01,1.104439e-15,1.367464e-15,1.273593e-15,2.296282e+01
2.235204e-01,1.956278e-15,1.154558e-15,1.428258e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.463145e-01,2.620239e-12,2.906979e-12,2.825741e-12,1.586584e-01,2.249311e-12,1.853103e-12,2.402964e-12,2.865261e-01,2.695534e-15,1.762298e-15,1.156259e-15,1.710348e+02
1.265755e-01,1.859324e-15,1.879364e-15,2.419424e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.901611e-01,2.868888e-12,1.444015e-12,1.559312e-12,2.252472e-01,1.030126e-12,2.617994e-12,1.406428e-12,1.632043e-01,2.992574e-15,1.264777e-15,2.129245e-15,8.262117e+01
2.505821e-01,1.918284e-15,2.274235e-15,2.121240e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.304564e-01,1.396339e-12,1.344672e-12,1.127092e-12,2.078190e-01,2.209331e-12,1.783013e-12,1.989803e-12,2.165280e-01,2.194068e-15,2.722064e-15,1.019796e-15,1.148359e+02
1.370957e-01,1.273867e-15,1.091493e-15,1.429439e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.265217e-01,1.237282e-12,2.005541e-12,1.105153e-12,2.129311e-01,2.813940e-12,2.616197e-12,2.784774e-12,2.735665e-01,1.906845e-15,1.482535e-15,2.778050e-15,1.342640e+02
2.945361e-01,1.500179e-15,2.251389e-15,2.069450e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.542503e-01,2.627667e-12,1.125332e-12,2.857004e-12,1.047326e-01,2.430085e-12,1.568896e-12,1.318056e-12,2.017648e-01,1.023741e-15,1.049991e-15,1.930934e-15,1.829642e+02
1.668062e-01,2.677514e-15,1.172856e-15,2.330981e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.682428e-01,1.476435e-12,1.406226e-12,2.064989e-12,1.505634e-01,1.516375e-12,2.087250e-12,2.772460e-12,2.125123e-01,1.268554e-15,1.986598e-15,1.857065e-15,8.596799e+01
2.987769e-01,1.247460e-15,2.299243e-15,1.333119e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.274495e-01,1.790662e-12,2.855734e-12,1.980748e-12,2.426389e-01,1.675238e-12,1.252496e-12,2.377456e-12,2.559135e-01,1.620619e-15,1.126463e-15,1.381404e-15,1.075087e+02
1.686716e-01,2.737848e-15,2.936783e-15,2.534287e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.970597e-01,1.996186e-12,2.168373e-12,1.875159e-12,2.098425e-01,1.905225e-12,2.646153e-12,2.645302e-12,2.117204e-01,1.772387e-15,2.109910e-15,1.440749e-15,1.436631e+02
2.189435e-01,2.499245e-15,2.070171e-15,2.674619e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.339745e-01,2.105224e-12,1.234312e-12,2.136475e-12,2.568810e-01,2.267971e-12,2.816604e-12,2.341873e-12,2.311792e-01,2.036256e-15,1.047596e-15,1.125349e-15,1.688493e+02
2.528017e-01,1.010412e-15,2.088541e-15,2.376672e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.263068e-01,2.665434e-12,1.033795e-12,1.052810e-12,1.433995e-01,2.809186e-12,2.876959e-12,2.715993e-12,2.489348e-01,2.502129e-15,2.221182e-15,1.443210e-15,2.154765e+02
1.284328e-01,2.207871e-15,2.089780e-15,2.174502e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.643366e-01,1.161220e-12,1.087466e-12,1.198159e-12,2.239948e-01,1.511105e-12,1.174706e-12,1.842350e-12,2.865249e-01,2.620601e-15,1.703640e-15,1.090196e-15,5.770089e+01
1.300158e-01,2.863997e-15,2.460320e-15,2.141150e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.884567e-01,1.916247e-12,1.243218e-12,1.423745e-12,1.297327e-01,2.572309e-12,2.334766e-12,1.958266e-12,1.466105e-01,1.496625e-15,2.964749e-15,2.581466e-15,1.762356e+02
2.403416e-01,2.732015e-15,2.099970e-15,2.920476e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.784679e-01,2.139691e-12,1.790978e-12,2.486730e-12,1.643910e-01,2.864234e-12,2.102131e-12,2.220018e-12,2.177657e-01,2.262141e-15,2.656170e-15,2.839976e-15,1.843737e+02
2.221258e-01,2.536355e-15,2.759686e-15,2.748435e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.135096e-01,2.026013e-12,2.112472e-12,2.321781e-12,1.691188e-01,1.141312e-12,1.090100e-12,2.860825e-12,1.510867e-01,1.467905e-15,1.483657e-15,2.962034e-15,5.927614e+01
2.816597e-01,2.189907e-15,2.036631e-15,1.177325e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.126246e-01,2.407171e-12,2.150040e-12,1.431462e-12,2.238719e-01,1.030297e-12,1.161829e-12,2.557226e-12,1.498563e-01,1.869955e-15,1.513513e-15,2.245161e-15,5.598009e+01
1.954369e-01,1.384375e-15,1.021518e-15,1.587663e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.451997e-01,1.688945e-12,2.413060e-12,1.726989e-12,1.804874e-01,2.946740e-12,2.980655e-12,1.608931e-12,2.276093e-01,2.884261e-15,1.685670e-15,1.061666e-15,1.668484e+02
2.986936e-01,1.566212e-15,1.405693e-15,1.970503e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.660862e-01,1.445659e-12,2.693065e-12,1.334574e-12,1.300243e-01,1.909289e-12,1.197062e-12,1.768336e-12,1.811258e-01,1.618657e-15,1.295553e-15,1.866607e-15,9.493361e+01
2.149286e-01,1.470566e-15,1.878977e-15,1.216299e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.674255e-01,1.770368e-12,1.413610e-12,2.542839e-12,2.831897e-01,2.601803e-12,1.692328e-12,1.120472e-12,2.293093e-01,1.482989e-15,1.711871e-15,2.186777e-15,1.607200e+02
1.698697e-01,2.941369e-15,1.068110e-15,1.549158e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.356091e-01,2.927254e-12,1.354695e-12,2.414556e-12,1.019577e-01,2.547174e-12,1.634552e-12,2.886446e-12,2.331528e-01,1.887419e-15,1.177523e-15,1.520948e-15,1.982428e+02
1.309326e-01,1.351199e-15,1.573298e-15,1.778504e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.326876e-01,1.903754e-12,2.162226e-12,2.385374e-12,2.865500e-01,1.807546e-12,1.252396e-12,1.655157e-12,1.986911e-01,1.201373e-15,2.099531e-15,2.063412e-15,1.195496e+02
1.437566e-01,2.686313e-15,2.559108e-15,2.199702e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.609674e-01,2.289403e-12,1.428952e-12,2.634616e-12,2.858842e-01,2.719348e-12,1.909508e-12,2.024541e-12,1.879971e-01,1.478697e-15,1.644319e-15,1.771675e-15,1.966469e+02
2.230851e-01,2.534453e-15,2.576202e-15,1.102743e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.151851e-01,1.779465e-12,2.159982e-12,2.731346e-12,2.831962e-01,2.952561e-12,1.765391e-12,2.393986e-12,1.017060e-01,1.515351e-15,1.976219e-15,2.126987e-15,1.764689e+02
2.529658e-01,1.746619e-15,2.821027e-15,1.811680e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.370281e-01,1.985446e-12,2.048696e-12,2.566344e-12,1.571438e-01,1.910368e-12,1.565000e-12,2.540041e-12,1.247927e-01,1.874089e-15,1.839466e-15,1.187334e-15,1.337199e+02
1.617826e-01,2.887412e-15,1.721153e-15,2.334278e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.715517e-01,2.204444e-12,1.780897e-12,2.181831e-12,1.550185e-01,2.802527e-12,2.593319e-12,1.358659e-12,2.681599e-01,1.797364e-15,1.728935e-15,1.834301e-15,1.977495e+02
1.052941e-01,1.245449e-15,1.067443e-15,1.376943e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.648249e-01,2.058497e-12,1.148486e-12,1.763738e-12,2.531007e-01,2.517898e-12,2.900927e-12,1.333332e-12,1.325730e-01,2.966323e-15,1.211426e-15,1.429564e-15,1.858933e+02
2.218582e-01,1.732111e-15,2.729356e-15,2.110360e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.976410e-01,2.241494e-12,1.363295e-12,1.433039e-12,1.866940e-01,2.174790e-12,1.813384e-12,1.049966e-12,2.558810e-01,2.166445e-15,1.494729e-15,1.111171e-15,1.655520e+02
1.559139e-01,2.242805e-15,1.351878e-15,2.290866e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.951682e-01,2.160663e-12,1.618589e-12,1.320770e-12,2.218896e-01,2.184366e-12,2.382196e-12,1.928918e-12,1.659703e-01,1.324938e-15,2.702871e-15,1.138920e-15,1.701520e+02
2.114643e-01,1.162537e-15,1.608542e-15,2.186069e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.137146e-01,1.994722e-12,1.612550e-12,2.757207e-12,2.066952e-01,2.636760e-12,2.974576e-12,1.992966e-12,1.558426e-01,1.287921e-15,2.069003e-15,1.522188e-15,1.806800e+02
1.985055e-01,2.228327e-15,2.785933e-15,2.110446e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.144024e-01,1.206280e-12,1.175427e-12,2.440412e-12,1.390951e-01,2.581374e-12,1.441848e-12,2.348403e-12,1.551826e-01,2.098612e-15,1.563225e-15,2.577451e-15,1.006043e+02
2.249085e-01,2.014542e-15,1.102714e-15,2.308754e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.060649e-01,2.341803e-12,1.053099e-12,2.223693e-12,1.850350e-01,1.689162e-12,2.322501e-12,2.821338e-12,1.015274e-01,2.955109e-15,1.193650e-15,2.116917e-15,1.383461e+02
2.373769e-01,1.472347e-15,1.969647e-15,2.786559e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.190148e-01,2.662903e-12,2.454587e-12,1.287594e-12,2.279460e-01,2.545734e-12,1.096771e-12,2.880284e-12,1.359881e-01,2.561395e-15,1.537130e-15,1.398971e-15,1.756986e+02
1.050087e-01,2.663246e-15,2.368926e-15,1.333493e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.500265e-01,2.301001e-12,2.094704e-12,1.611601e-12,1.122969e-01,1.503832e-12,1.379933e-12,1.763008e-12,1.816257e-01,1.886296e-15,2.951501e-15,1.238306e-15,1.187653e+02
1.700089e-01,2.481639e-15,2.019648e-15,2.840093e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.055496e-01,2.416348e-12,1.391373e-12,2.897068e-12,1.202498e-01,2.718644e-12,2.979890e-12,1.240833e-12,1.032962e-01,1.717962e-15,2.181622e-15,1.794047e-15,1.964559e+02
2.232624e-01,1.258506e-15,2.587550e-15,2.542612e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.968950e-01,2.815261e-12,1.542913e-12,1.502172e-12,2.341583e-01,1.268281e-12,1.491423e-12,2.122951e-12,1.632418e-01,2.737659e-15,1.108454e-15,1.374913e-15,1.045658e+02
2.470515e-01,2.162284e-15,1.677013e-15,1.709805e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.983180e-01,1.500783e-12,2.455203e-12,2.345374e-12,1.448457e-01,2.296064e-12,2.513692e-12,2.356986e-12,2.669327e-01,1.502282e-15,1.414717e-15,1.807702e-15,1.328884e+02
1.473346e-01,2.550447e-15,1.707511e-15,1.011706e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.855722e-01,1.381451e-12,2.632676e-12,1.024049e-12,1.401958e-01,2.997954e-12,2.878037e-12,1.934739e-12,2.503576e-01,1.144840e-15,1.002170e-15,2.060641e-15,1.535628e+02
1.528585e-01,2.411088e-15,1.866561e-15,1.805086e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.336604e-01,2.116560e-12,1.798983e-12,1.376929e-12,1.749987e-01,2.907142e-12,1.275574e-12,1.330691e-12,1.897563e-01,2.219645e-15,2.597382e-15,2.037307e-15,1.660590e+02
1.972451e-01,1.580291e-15,1.777958e-15,2.185722e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.276800e-01,1.044627e-12,1.522459e-12,1.568722e-12,1.943867e-01,2.771165e-12,2.732808e-12,2.551416e-12,1.117915e-01,2.208751e-15,1.577209e-15,2.609758e-15,1.114336e+02
1.080957e-01,2.867047e-15,1.165377e-15,2.688211e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,1.464181e-01,1.442877e-12,2.215076e-12,2.152216e-12,1.448426e-01,2.304795e-12,1.734429e-12,2.329717e-12,1.601390e-01,2.908456e-15,1.663453e-15,2.750274e-15,1.179970e+02
2.454436e-01,2.292523e-15,2.877001e-15,1.759421e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.637194e-01,1.374171e-12,1.842477e-12,1.044062e-12,1.506408e-01,2.542285e-12,2.874143e-12,2.292966e-12,1.125844e-01,1.741686e-15,1.235126e-15,1.835417e-15,1.383831e+02
1.467872e-01,1.055599e-15,1.725723e-15,2.341776e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.823687e-01,1.979297e-12,2.996391e-12,2.030080e-12,1.721723e-01,1.767134e-12,1.972484e-12,2.086033e-12,2.263953e-01,1.201430e-15,1.519999e-15,2.626813e-15,1.328444e+02
2.801572e-01,2.264515e-15,1.916994e-15,2.071037e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.133430e-01,2.926781e-12,1.069635e-12,1.411165e-12,1.688462e-01,2.837495e-12,1.707127e-12,2.720490e-12,2.201143e-01,2.569048e-15,2.861917e-15,1.424026e-15,2.080061e+02
1.169367e-01,2.283281e-15,1.625996e-15,1.131475e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.957864e-01,1.732556e-12,1.678345e-12,2.990761e-12,2.688440e-01,1.513621e-12,1.512522e-12,2.580986e-12,1.009234e-01,1.736817e-15,1.478661e-15,1.545535e-15,9.986722e+01
2.886936e-01,2.656152e-15,1.375786e-15,2.221883e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.083040e-01,1.327464e-12,2.508303e-12,1.226367e-12,1.023446e-01,2.008260e-12,1.870714e-12,1.197130e-12,2.682949e-01,2.298672e-15,1.600512e-15,2.787624e-15,1.055715e+02
1.780015e-01,2.971068e-15,1.177641e-15,1.064056e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.678681e-01,2.513217e-12,1.859022e-12,2.014661e-12,1.114619e-01,2.061507e-12,2.046545e-12,2.874827e-12,2.827651e-01,2.616123e-15,1.651210e-15,1.320667e-15,1.766969e+02
2.385381e-01,2.584265e-15,2.368766e-15,2.235488e-15,2.000000e-01,1.000000e-12,1.000000e-12,1.000000e-125,2.323409e-01,1.839117e-12,2.280396e-12,1.370590e-12,1.890818e-01,1.970769e-12,1.193189e-12,2.588643e-12,1.090982e-01,1.432031e-15,1.412661e-15,1.767586e-15,1.235719e+02
